label,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,d4,d18,d9,d12,d23,d1,d3,d17,d24,d13,d6,d15,d7,d26,d16,d20,d2,d10,d25,d14,d21,d5,d19,d22,d8,d11
0,9,532,15,7,0,0,17,3,17,1,2,1,0,1713058.0,4122.0,2.0,1741765.0,2.0,629.0,6968511.0,3.0,65598.0,341.0,10.0,11171.0,10223.0,117521.0,3893861.0,1.0,302.0,87459.0,1.0,2.0,1081416.0,43.0,275.0,14.0,8.0,36.0
0,-9999,4,40,0,0,-9999,0,0,121,-9999,0,-9999,0,1457231.0,2459.0,2.0,3302966.0,2.0,134.0,9366026.0,1.0,32714.0,1142.0,23.0,5057.0,9222.0,5092.0,1376141.0,2.0,434.0,10612.0,26.0,2.0,293016.0,109.0,1908.0,14.0,24.0,2595.0
0,-9999,1,19,-9999,1684,169,58,28,264,-9999,10,0,-9999,560292.0,3822.0,2.0,3203517.0,2.0,31.0,4409722.0,9.0,75550.0,1217.0,23.0,5019.0,12148.0,64076.0,4291837.0,1.0,553.0,40929.0,92.0,4.0,2666301.0,43.0,275.0,0.0,24.0,3803.0
0,-9999,91,14,18,7025,132,5,18,171,-9999,2,-9999,18,2038379.0,3474.0,2.0,5114998.0,4.0,31.0,5021995.0,3.0,245928.0,1854.0,10.0,2929.0,10111.0,0.0,2281871.0,0.0,44.0,56916.0,0.0,18.0,5047207.0,48.0,0.0,0.0,24.0,2131.0
0,13,3,97,41,0,0,75,39,262,1,4,5,0,1049072.0,684.0,2.0,8145478.0,2.0,31.0,839089.0,6.0,71047.0,1698.0,21.0,10074.0,3140.0,40927.0,5335794.0,2.0,339.0,5328.0,89.0,18.0,6065642.0,43.0,1119.0,0.0,80.0,4386.0
1,1,0,1,-9999,211,0,1,0,0,1,1,-9999,-9999,769419.0,1295.0,2.0,3077893.0,2.0,629.0,4912335.0,8.0,48228.0,327.0,9.0,1844.0,1625.0,16463.0,5139715.0,2.0,253.0,26100.0,25.0,2.0,3357872.0,61.0,275.0,0.0,228.0,4621.0
0,0,7,-9999,1,10069,470,1,4,87,0,1,-9999,1,1950675.0,1473.0,2.0,5882642.0,5.0,539.0,2170051.0,4.0,117049.0,2508.0,10.0,13025.0,10834.0,92120.0,5321994.0,2.0,537.0,5439.0,1.0,12.0,3647106.0,43.0,275.0,0.0,24.0,3119.0
0,-9999,-1,-9999,-9999,9848,26,7,3,24,-9999,1,-9999,-9999,1802350.0,2629.0,2.0,5316639.0,2.0,31.0,6859671.0,9.0,195303.0,720.0,21.0,11922.0,690.0,0.0,2923352.0,0.0,286.0,21414.0,0.0,20.0,5847527.0,43.0,0.0,0.0,24.0,354.0
0,-9999,1,6,1,9721,267,2,1,28,-9999,1,-9999,1,535904.0,1959.0,2.0,6465875.0,2.0,31.0,1789301.0,9.0,195893.0,2783.0,10.0,4836.0,7357.0,38570.0,1908250.0,3.0,27.0,22560.0,89.0,18.0,2610435.0,43.0,597.0,0.0,130.0,5409.0
0,-9999,664,3,2,1474,123,28,10,125,-9999,5,0,3,1686364.0,2970.0,2.0,519427.0,2.0,1066.0,4370611.0,3.0,212614.0,1492.0,0.0,14560.0,4603.0,71587.0,4500891.0,2.0,91.0,630.0,77.0,9.0,1388245.0,109.0,1501.0,0.0,24.0,5606.0
1,0,2,2,-9999,6789,-9999,-9999,1,-9999,0,-9999,-9999,-9999,187554.0,1105.0,2.0,6038559.0,2.0,629.0,1259336.0,9.0,165681.0,2906.0,21.0,5879.0,4745.0,0.0,2521877.0,0.0,130.0,84611.0,0.0,4.0,1988557.0,219.0,0.0,14.0,80.0,955.0
0,-9999,28,3,4,11520,24,55,2,32,-9999,2,0,4,427546.0,5384.0,2.0,3834485.0,2.0,539.0,7272266.0,4.0,258327.0,2998.0,0.0,4485.0,2012.0,15351.0,2979049.0,3.0,292.0,20107.0,89.0,18.0,6800683.0,43.0,275.0,0.0,228.0,3595.0
0,-9999,3,1,15,3032,412,3,44,750,-9999,2,-9999,18,1665960.0,4.0,2.0,7299035.0,2.0,539.0,8241255.0,9.0,65598.0,675.0,23.0,1333.0,10712.0,0.0,2827960.0,0.0,291.0,1453.0,0.0,18.0,2259.0,92.0,0.0,0.0,24.0,5107.0
0,-9999,75,4,2,125369,-9999,0,2,4,-9999,0,-9999,2,1686957.0,3427.0,0.0,4605681.0,3.0,31.0,7107934.0,8.0,178125.0,2971.0,23.0,4976.0,9263.0,121381.0,337643.0,1.0,185.0,25129.0,1.0,12.0,2397184.0,92.0,380.0,12.0,24.0,4316.0
0,-9999,9,14,12,318,-9999,0,14,22,-9999,0,-9999,17,2072418.0,4396.0,2.0,274119.0,3.0,31.0,4300201.0,1.0,24819.0,3134.0,23.0,5024.0,4716.0,84977.0,4318605.0,1.0,309.0,44140.0,89.0,18.0,175455.0,92.0,275.0,0.0,24.0,235.0
0,1,12,1,1,462,22,47,26,193,1,14,-9999,1,357366.0,854.0,2.0,3479589.0,10.0,31.0,7606483.0,9.0,200219.0,2877.0,10.0,2667.0,2712.0,0.0,3760247.0,0.0,155.0,23672.0,0.0,18.0,3142635.0,43.0,0.0,0.0,491.0,1032.0
1,4,-1,-9999,-9999,227,5,5,4,6,1,2,-9999,-9999,0.0,770.0,2.0,0.0,3.0,31.0,0.0,0.0,0.0,210.0,10.0,10409.0,309.0,0.0,0.0,0.0,130.0,72940.0,0.0,2.0,0.0,43.0,0.0,0.0,610.0,1676.0
0,-9999,135,89,12,4544,176,3,42,90,-9999,1,-9999,42,1378070.0,440.0,2.0,1793987.0,11.0,820.0,6533191.0,0.0,225616.0,739.0,10.0,14757.0,5347.0,0.0,3118285.0,0.0,31.0,54007.0,0.0,2.0,3056619.0,43.0,0.0,0.0,80.0,925.0
1,-9999,4,-9999,-9999,274014,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,1924110.0,1860.0,0.0,8314078.0,2.0,539.0,546409.0,9.0,51970.0,383.0,21.0,8634.0,8714.0,0.0,3972667.0,0.0,130.0,41122.0,0.0,4.0,5746298.0,43.0,0.0,12.0,24.0,963.0
1,2,3,1,1,24,2,2,1,1,1,1,-9999,1,247601.0,722.0,2.0,4419947.0,3.0,208.0,3396349.0,0.0,130836.0,2405.0,10.0,9040.0,9602.0,0.0,4683738.0,0.0,130.0,42099.0,0.0,4.0,3870686.0,43.0,0.0,12.0,228.0,2471.0
0,-9999,2,4,1,3039,115,1,5,104,-9999,1,0,1,917050.0,2137.0,2.0,954934.0,2.0,31.0,6004304.0,9.0,227727.0,2906.0,9.0,1945.0,4745.0,0.0,4983305.0,0.0,130.0,11989.0,0.0,9.0,3774006.0,43.0,0.0,0.0,24.0,955.0
1,5,0,-9999,0,0,0,5,1,0,1,1,-9999,0,305706.0,3593.0,2.0,4472202.0,10.0,539.0,5295194.0,9.0,755.0,2522.0,21.0,7862.0,11601.0,0.0,1009240.0,0.0,567.0,73495.0,0.0,4.0,5065324.0,109.0,0.0,0.0,228.0,5354.0
0,16,105,1,4,950,29,119,45,77,2,8,3,4,499148.0,1959.0,2.0,2031387.0,10.0,539.0,7255258.0,3.0,71047.0,1295.0,23.0,12869.0,4156.0,40927.0,4681588.0,2.0,27.0,30909.0,89.0,4.0,174942.0,43.0,936.0,0.0,24.0,1084.0
0,0,0,15,2,2668,24,12,6,73,0,2,-9999,2,1241444.0,418.0,2.0,7937312.0,10.0,52.0,6556510.0,9.0,104084.0,1895.0,10.0,2084.0,474.0,67680.0,4566909.0,3.0,534.0,15142.0,89.0,18.0,4026163.0,43.0,1269.0,0.0,130.0,3194.0
0,-9999,-1,-9999,-9999,20095,-9999,0,1,1,-9999,0,-9999,-9999,134261.0,3350.0,2.0,4576964.0,2.0,31.0,8625315.0,8.0,160406.0,2488.0,10.0,10405.0,6661.0,135644.0,2298127.0,3.0,74.0,7873.0,1.0,2.0,3937171.0,43.0,275.0,0.0,228.0,19.0
0,3,0,2,7,1385,7,8,23,252,0,4,-9999,7,1665960.0,470.0,2.0,7299035.0,3.0,401.0,8241255.0,9.0,65598.0,1500.0,21.0,10179.0,2696.0,0.0,2827960.0,0.0,178.0,76806.0,0.0,4.0,2259.0,43.0,0.0,0.0,24.0,4785.0
0,5,-1,-9999,-9999,302,8,5,8,13,1,1,0,-9999,878860.0,2237.0,2.0,7434635.0,2.0,629.0,2812104.0,9.0,4797.0,2675.0,10.0,6752.0,12155.0,0.0,4055909.0,0.0,87.0,65573.0,0.0,2.0,4576340.0,43.0,0.0,0.0,228.0,15.0
1,6,0,3,2,0,0,6,2,2,1,1,-9999,0,534831.0,3617.0,2.0,1097525.0,2.0,629.0,1770943.0,9.0,26164.0,1886.0,0.0,13293.0,8819.0,26683.0,1886195.0,1.0,150.0,19601.0,89.0,2.0,5357968.0,287.0,275.0,0.0,24.0,670.0
1,3,1,-9999,23,599,57,909,22,1366,1,67,0,44,1092234.0,1616.0,2.0,1684326.0,2.0,31.0,4726628.0,3.0,237711.0,1156.0,6.0,5811.0,3197.0,48076.0,3134728.0,1.0,151.0,42932.0,95.0,2.0,6306304.0,43.0,275.0,0.0,24.0,2614.0
1,0,344,4,9,23,61,4,35,575,0,2,-9999,7,2008311.0,5522.0,2.0,7818694.0,2.0,539.0,8365748.0,4.0,32706.0,3040.0,21.0,11595.0,923.0,64384.0,1996775.0,3.0,74.0,26411.0,1.0,18.0,4577235.0,43.0,275.0,0.0,367.0,1654.0
1,-9999,1,2,-9999,4501,55,1,0,0,-9999,1,-9999,-9999,617932.0,2704.0,2.0,2996915.0,3.0,820.0,5095597.0,9.0,185818.0,172.0,21.0,13667.0,5252.0,107476.0,4085826.0,1.0,356.0,55101.0,89.0,18.0,3081150.0,43.0,275.0,0.0,228.0,2634.0
0,1,24,2,1,1383,98,4,21,192,1,2,-9999,1,95869.0,1211.0,2.0,2581780.0,3.0,31.0,7336783.0,9.0,242884.0,675.0,10.0,13247.0,10712.0,60101.0,658124.0,2.0,428.0,87459.0,1.0,2.0,1475282.0,43.0,275.0,0.0,80.0,5107.0
1,0,17,2,5,2777,8,15,6,33,0,4,-9999,6,593740.0,1949.0,2.0,7442492.0,2.0,31.0,5598691.0,9.0,3940.0,397.0,21.0,7551.0,6316.0,0.0,4762641.0,0.0,435.0,60058.0,0.0,4.0,1694049.0,43.0,0.0,0.0,24.0,534.0
0,-9999,0,1,6,25472,23,6,11,16,-9999,1,0,6,1665960.0,4125.0,2.0,7299035.0,2.0,31.0,8241255.0,4.0,65598.0,1903.0,10.0,14286.0,7474.0,0.0,2827960.0,0.0,359.0,29273.0,0.0,20.0,2259.0,69.0,0.0,12.0,24.0,4035.0
1,-9999,554,-9999,-9999,306352,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,959698.0,4462.0,0.0,1244792.0,3.0,31.0,1146016.0,1.0,5850.0,254.0,10.0,5882.0,6239.0,0.0,1470333.0,0.0,130.0,46247.0,0.0,18.0,6569086.0,43.0,0.0,12.0,24.0,5499.0
0,-9999,16,7,3,11573,-9999,0,3,9,-9999,0,-9999,3,1313716.0,5114.0,2.0,4149131.0,2.0,1066.0,2629426.0,3.0,237542.0,2643.0,10.0,14509.0,11154.0,64771.0,5147409.0,3.0,70.0,33248.0,77.0,2.0,2128783.0,43.0,2132.0,0.0,24.0,20.0
1,-9999,1,2,7,3870,18,36,7,18,-9999,1,-9999,7,189051.0,5215.0,2.0,3511133.0,2.0,31.0,6900198.0,9.0,71216.0,2766.0,21.0,8395.0,2947.0,0.0,468217.0,0.0,277.0,33563.0,0.0,18.0,2132629.0,92.0,0.0,14.0,24.0,3350.0
0,8,1,22,12,1362,32,28,24,412,0,3,-9999,13,560292.0,3822.0,2.0,3203517.0,2.0,629.0,4409722.0,9.0,75550.0,474.0,10.0,5019.0,3089.0,64076.0,4291837.0,1.0,553.0,33243.0,92.0,4.0,2666301.0,43.0,275.0,0.0,202.0,2924.0
0,0,2,15,10,2676,33,12,20,41,0,2,-9999,10,1285573.0,2743.0,2.0,4748162.0,2.0,31.0,569581.0,0.0,267491.0,730.0,10.0,4084.0,4023.0,63183.0,1842763.0,2.0,185.0,8245.0,1.0,26.0,5194929.0,109.0,2054.0,0.0,24.0,525.0
0,0,2,38,40,2124,67,21,31,270,0,2,-9999,40,927311.0,482.0,2.0,1113556.0,2.0,425.0,6624318.0,3.0,10335.0,2142.0,10.0,7669.0,11309.0,128927.0,3535524.0,1.0,374.0,29542.0,89.0,18.0,7024984.0,61.0,275.0,0.0,26.0,1126.0
1,1,-1,-9999,-9999,1120,7,1,6,6,1,1,-9999,-9999,534831.0,3617.0,2.0,1097525.0,3.0,31.0,1770943.0,8.0,26164.0,387.0,10.0,13293.0,11163.0,26683.0,1886195.0,1.0,150.0,21414.0,89.0,2.0,5357968.0,43.0,275.0,0.0,80.0,2051.0
1,0,53,-9999,1,4337,37,2,2,398,0,1,-9999,1,1169362.0,4788.0,2.0,7000369.0,2.0,1011.0,6101432.0,9.0,49010.0,95.0,10.0,12523.0,11716.0,13516.0,527698.0,3.0,265.0,4648.0,92.0,4.0,1194511.0,43.0,275.0,14.0,228.0,1609.0
0,0,2,-9999,2,1424,2,30,2,57,0,4,-9999,2,1290397.0,1616.0,2.0,6042348.0,3.0,820.0,5427574.0,9.0,206025.0,2440.0,10.0,10054.0,2409.0,107814.0,3003189.0,1.0,151.0,16100.0,71.0,18.0,1264534.0,43.0,275.0,12.0,8.0,538.0
0,0,2,3,13,2890,32,27,16,270,0,4,-9999,13,1665960.0,1781.0,2.0,4692789.0,2.0,31.0,110898.0,9.0,65598.0,322.0,10.0,3884.0,5851.0,0.0,1153673.0,0.0,291.0,16134.0,0.0,2.0,6317569.0,109.0,0.0,12.0,312.0,342.0
0,0,55,1,3,4155,468,33,8,131,0,3,-9999,4,1249876.0,5120.0,2.0,5119499.0,2.0,31.0,5435315.0,9.0,268185.0,1156.0,21.0,5439.0,1420.0,0.0,4708913.0,0.0,223.0,84511.0,0.0,2.0,56828.0,43.0,0.0,12.0,130.0,2614.0
0,2,2197,1,1,671,3,3,6,6,1,2,-9999,1,2082909.0,1000.0,2.0,3599641.0,10.0,31.0,6259737.0,0.0,199123.0,3137.0,0.0,1918.0,4207.0,0.0,134451.0,0.0,130.0,72013.0,0.0,18.0,6951562.0,43.0,0.0,0.0,228.0,5359.0
1,1,75,16,6,1401,25,4,14,14,0,1,1,6,339513.0,4396.0,2.0,6271561.0,2.0,31.0,316702.0,4.0,47257.0,286.0,10.0,13584.0,10944.0,95116.0,5233280.0,1.0,309.0,71606.0,25.0,2.0,3804458.0,43.0,275.0,0.0,24.0,5144.0
0,-9999,9,-9999,49,8658,231,8,49,110,-9999,1,-9999,49,1665960.0,5199.0,2.0,4692789.0,2.0,31.0,110898.0,9.0,65598.0,675.0,23.0,8285.0,5538.0,0.0,1153673.0,0.0,448.0,1453.0,0.0,4.0,6317569.0,43.0,0.0,0.0,130.0,5107.0
1,-9999,-1,-9999,-9999,175482,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,236265.0,4976.0,0.0,4917709.0,13.0,31.0,3383284.0,9.0,93031.0,386.0,23.0,7500.0,41.0,72496.0,1924937.0,3.0,145.0,39114.0,27.0,18.0,1457057.0,43.0,275.0,0.0,24.0,3696.0
0,11,1,1,1,72,1,87,30,45,1,3,0,1,304598.0,4651.0,2.0,1101262.0,2.0,31.0,5158180.0,9.0,223960.0,675.0,23.0,7393.0,6475.0,0.0,2011256.0,0.0,130.0,78757.0,0.0,4.0,5211030.0,43.0,0.0,0.0,118.0,4249.0
0,3,0,1,5,1283,7,3,7,14,1,1,-9999,7,1290581.0,5551.0,2.0,1892236.0,3.0,31.0,4400492.0,4.0,120544.0,2934.0,21.0,4119.0,11609.0,10083.0,3148992.0,1.0,510.0,49639.0,92.0,4.0,220453.0,109.0,275.0,0.0,24.0,3035.0
0,-9999,338,1,1,12152,51,2,1,10,-9999,1,-9999,1,1393695.0,2743.0,2.0,3114554.0,2.0,549.0,8044255.0,9.0,71047.0,36.0,23.0,8074.0,4685.0,40927.0,995131.0,2.0,185.0,21372.0,1.0,18.0,4102752.0,43.0,1504.0,0.0,412.0,3120.0
1,1,95,5,5,1,0,191,27,913,1,18,2,0,357366.0,854.0,2.0,3479589.0,2.0,629.0,1630756.0,6.0,200219.0,861.0,23.0,2667.0,8977.0,0.0,3760247.0,0.0,155.0,32434.0,0.0,18.0,3142635.0,43.0,0.0,0.0,24.0,5202.0
1,-9999,-1,-9999,-9999,18437,-9999,0,7,12,-9999,0,-9999,-9999,605405.0,2128.0,2.0,2619115.0,11.0,31.0,830660.0,5.0,96113.0,32.0,0.0,6147.0,10217.0,0.0,4237062.0,0.0,130.0,21414.0,0.0,25.0,1981943.0,43.0,0.0,0.0,24.0,5524.0
0,1,2097,-9999,0,27,0,5,6,7,1,1,-9999,0,776800.0,1208.0,2.0,6078318.0,4.0,31.0,7928929.0,9.0,135730.0,98.0,10.0,13211.0,1583.0,118449.0,1618279.0,2.0,332.0,76607.0,27.0,2.0,2282817.0,43.0,275.0,0.0,24.0,3584.0
0,-9999,1,4,15,11443,38,6,15,40,-9999,3,0,15,2115737.0,2657.0,2.0,3798007.0,2.0,31.0,359961.0,4.0,77612.0,873.0,10.0,7.0,5526.0,107856.0,5038802.0,2.0,341.0,21414.0,15.0,0.0,5163982.0,43.0,2031.0,12.0,24.0,906.0
0,0,3,6,7,5100,125,12,7,198,0,3,-9999,7,1339421.0,3421.0,2.0,423868.0,2.0,983.0,9386238.0,9.0,176942.0,1729.0,10.0,9114.0,1263.0,0.0,2975764.0,0.0,23.0,21414.0,0.0,2.0,7025122.0,109.0,0.0,0.0,80.0,4545.0
0,0,6,27,12,16207,682,19,12,399,0,2,0,12,1522508.0,2838.0,2.0,1943217.0,10.0,31.0,6472339.0,9.0,26164.0,2998.0,10.0,5761.0,3995.0,139347.0,403419.0,1.0,15.0,64657.0,89.0,18.0,4002636.0,92.0,1403.0,0.0,228.0,3595.0
0,-9999,9,376,15,5326,381,1,25,38,-9999,1,-9999,26,605235.0,398.0,2.0,6002255.0,2.0,629.0,5309094.0,1.0,189412.0,3144.0,10.0,5648.0,4167.0,35785.0,3726291.0,1.0,11.0,85084.0,92.0,18.0,5994293.0,43.0,275.0,0.0,24.0,278.0
0,-9999,114,-9999,4,41866,-9999,0,5,12,-9999,0,-9999,4,1124799.0,4062.0,0.0,3869758.0,3.0,31.0,8065219.0,1.0,278701.0,2971.0,21.0,7820.0,9263.0,0.0,342888.0,0.0,23.0,16069.0,0.0,2.0,1212660.0,43.0,0.0,0.0,24.0,4316.0
0,-9999,7,1,1,32925,1520,3,39,578,-9999,0,-9999,1,2111692.0,4062.0,2.0,5680628.0,11.0,539.0,5751124.0,9.0,215552.0,2842.0,10.0,11248.0,5495.0,0.0,3985801.0,0.0,23.0,62350.0,0.0,18.0,114554.0,109.0,0.0,0.0,24.0,4264.0
0,-9999,2,1,1,7021,35,1,2,20,-9999,1,-9999,1,57326.0,3337.0,2.0,4688528.0,3.0,31.0,232931.0,8.0,17698.0,2143.0,21.0,14118.0,6705.0,0.0,804658.0,0.0,416.0,35333.0,0.0,18.0,4818715.0,43.0,0.0,0.0,491.0,4695.0
0,-9999,2,60,14,21,-9999,0,14,14,-9999,0,-9999,14,1792569.0,2476.0,2.0,2459301.0,11.0,629.0,8741703.0,5.0,261184.0,1972.0,21.0,10726.0,11092.0,140786.0,3339505.0,1.0,11.0,21414.0,92.0,2.0,3563882.0,43.0,275.0,0.0,24.0,5411.0
0,15,30,1,8,207,8,15,7,8,1,1,-9999,8,165965.0,2206.0,2.0,437845.0,4.0,539.0,741717.0,9.0,77501.0,1276.0,10.0,593.0,4153.0,111644.0,2513285.0,3.0,441.0,8943.0,1.0,2.0,976415.0,43.0,712.0,12.0,24.0,1575.0
1,4,5,-9999,0,4,29,5,8,80,2,3,4,0,560292.0,3822.0,2.0,3203517.0,2.0,31.0,4409722.0,6.0,75550.0,200.0,6.0,5019.0,1958.0,64076.0,4291837.0,3.0,553.0,5511.0,92.0,4.0,2666301.0,14.0,275.0,0.0,130.0,3708.0
0,2,3,14,-9999,1051,37,11,4,229,1,5,0,-9999,1025197.0,5114.0,2.0,2773349.0,3.0,539.0,6343843.0,3.0,274844.0,1841.0,10.0,786.0,6220.0,38690.0,1388163.0,3.0,70.0,58978.0,77.0,26.0,5288034.0,43.0,45.0,0.0,24.0,4177.0
0,-9999,2,1,-9999,9483,49,5,0,72,-9999,4,-9999,-9999,260919.0,2743.0,2.0,6192480.0,2.0,31.0,3686308.0,9.0,79131.0,2955.0,9.0,2399.0,10859.0,113195.0,3854285.0,3.0,185.0,50598.0,1.0,25.0,1268825.0,43.0,275.0,0.0,130.0,3739.0
0,1,0,6,11,843,39,1,7,38,1,1,-9999,11,1965819.0,4205.0,2.0,7767990.0,3.0,31.0,1541897.0,8.0,244750.0,50.0,21.0,5794.0,4517.0,94274.0,828295.0,3.0,210.0,43641.0,65.0,18.0,6729822.0,43.0,1939.0,12.0,414.0,2525.0
0,-9999,60,-9999,9,4052,-9999,0,2,71,-9999,0,-9999,15,1802350.0,858.0,2.0,5193476.0,3.0,31.0,4748509.0,1.0,195303.0,675.0,23.0,8637.0,3078.0,0.0,1062256.0,0.0,506.0,88611.0,0.0,2.0,6160537.0,109.0,0.0,0.0,24.0,5107.0
0,5,93,6,40,36,37,15,40,40,1,2,-9999,33,2144767.0,909.0,2.0,5746657.0,4.0,983.0,8230734.0,0.0,199123.0,3014.0,21.0,11055.0,2073.0,0.0,2516853.0,0.0,130.0,70300.0,0.0,18.0,4044360.0,69.0,0.0,0.0,24.0,1149.0
1,4,172,11,3,93,12,22,6,123,2,7,-9999,12,2124940.0,4205.0,2.0,6827104.0,4.0,31.0,1287749.0,9.0,71047.0,1987.0,0.0,940.0,7779.0,9657.0,4705016.0,3.0,210.0,10894.0,65.0,2.0,1383959.0,109.0,275.0,0.0,24.0,2949.0
1,0,169,2,-9999,2564,6,17,3,47,0,5,-9999,-9999,1783723.0,2743.0,2.0,4133105.0,2.0,31.0,8434914.0,9.0,71047.0,1751.0,9.0,13088.0,6230.0,40927.0,2710911.0,2.0,185.0,92302.0,1.0,2.0,5260360.0,43.0,1398.0,0.0,24.0,154.0
0,-9999,1660,-9999,-9999,100536,322,0,4,169,-9999,0,-9999,-9999,1665960.0,3691.0,0.0,7299035.0,3.0,629.0,8241255.0,0.0,65598.0,1052.0,23.0,13600.0,9743.0,49734.0,2827960.0,3.0,154.0,47427.0,77.0,18.0,2259.0,43.0,275.0,0.0,228.0,1680.0
0,-9999,1,1,17,3781,35,14,0,35,-9999,1,-9999,17,1829719.0,1978.0,2.0,573600.0,4.0,31.0,6440536.0,9.0,71047.0,3027.0,0.0,3110.0,9147.0,40927.0,2527777.0,3.0,306.0,66125.0,95.0,4.0,5282383.0,43.0,1048.0,0.0,24.0,1132.0
0,-9999,439,30,6,5578,78,17,13,148,-9999,5,-9999,6,1479222.0,5114.0,2.0,1539508.0,10.0,629.0,9055566.0,9.0,83686.0,1052.0,10.0,12367.0,5617.0,70843.0,4739230.0,3.0,70.0,62786.0,77.0,18.0,3230366.0,69.0,309.0,0.0,249.0,1680.0
0,-9999,8,40,42,12539,657,0,21,98,-9999,0,-9999,56,1124400.0,4396.0,2.0,3827481.0,5.0,1066.0,8750722.0,9.0,226947.0,2105.0,10.0,13584.0,7457.0,85914.0,2024406.0,1.0,309.0,35681.0,25.0,2.0,424917.0,287.0,275.0,0.0,24.0,5436.0
0,-9999,357,1,1,58474,-9999,0,2,1,-9999,0,0,1,0.0,770.0,0.0,0.0,3.0,343.0,0.0,3.0,0.0,1350.0,10.0,4519.0,8697.0,0.0,0.0,0.0,130.0,39419.0,0.0,2.0,0.0,43.0,0.0,0.0,24.0,5428.0
0,-9999,0,-9999,-9999,24589,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,0.0,4574.0,2.0,0.0,3.0,134.0,0.0,9.0,0.0,1725.0,10.0,167.0,2108.0,0.0,0.0,0.0,258.0,57739.0,0.0,2.0,0.0,61.0,0.0,0.0,24.0,2624.0
0,-9999,38,3,-9999,2162,-9999,0,14,170,-9999,0,-9999,-9999,2196362.0,1978.0,2.0,3104411.0,5.0,1066.0,863550.0,1.0,131327.0,1475.0,21.0,3110.0,8531.0,117097.0,4835800.0,2.0,306.0,68406.0,95.0,4.0,1300148.0,109.0,712.0,0.0,24.0,2570.0
0,-9999,0,4,0,10033,11,2,3,4,-9999,1,0,4,350818.0,51.0,2.0,6609413.0,11.0,1387.0,8356833.0,4.0,88902.0,1470.0,10.0,5800.0,7226.0,0.0,5382833.0,0.0,461.0,21414.0,0.0,2.0,6529696.0,43.0,0.0,0.0,228.0,4709.0
0,25,2,8,26,8,17,25,36,35,1,1,0,17,134261.0,5125.0,2.0,4818700.0,3.0,31.0,8865344.0,9.0,160406.0,900.0,21.0,8933.0,10770.0,0.0,2298127.0,0.0,389.0,30643.0,0.0,20.0,5996562.0,43.0,0.0,0.0,24.0,2857.0
0,-9999,1,2,1,9607,-9999,0,2,34,-9999,0,-9999,1,0.0,243.0,2.0,0.0,3.0,1066.0,0.0,0.0,0.0,2323.0,10.0,150.0,9981.0,0.0,0.0,0.0,287.0,26573.0,0.0,4.0,0.0,43.0,0.0,0.0,24.0,4921.0
0,1,0,1,47,38,54,1,42,47,1,1,0,47,1733386.0,3270.0,2.0,6101004.0,2.0,31.0,1661692.0,8.0,178125.0,1369.0,10.0,14426.0,1471.0,92954.0,40273.0,1.0,74.0,24875.0,1.0,4.0,620698.0,43.0,275.0,0.0,24.0,1656.0
0,-9999,120,8,5,4373,17,9,7,121,-9999,4,-9999,8,333428.0,5384.0,2.0,339284.0,2.0,31.0,8449302.0,9.0,169625.0,563.0,0.0,8132.0,123.0,31435.0,4012907.0,3.0,292.0,21414.0,89.0,4.0,1706266.0,109.0,275.0,0.0,24.0,2240.0
0,-9999,1,30,22,2767,62,7,31,175,-9999,2,-9999,33,1739310.0,337.0,2.0,2371627.0,13.0,31.0,5956442.0,9.0,201044.0,2483.0,10.0,2412.0,1179.0,67448.0,5085756.0,2.0,504.0,34487.0,25.0,0.0,414536.0,43.0,1269.0,12.0,228.0,889.0
1,-9999,96,-9999,-9999,19192,-9999,0,7,6,-9999,0,-9999,-9999,57326.0,2818.0,2.0,6948739.0,3.0,1387.0,5943202.0,9.0,17698.0,2209.0,23.0,12942.0,65.0,0.0,687690.0,0.0,435.0,32962.0,0.0,16.0,5862298.0,14.0,0.0,12.0,24.0,3252.0
0,1,36,-9999,25,48,24,1,23,79,1,1,-9999,24,1066122.0,4075.0,2.0,417756.0,2.0,31.0,3829594.0,9.0,84586.0,675.0,10.0,13061.0,10712.0,51510.0,2944848.0,3.0,185.0,15068.0,1.0,18.0,2991814.0,43.0,1759.0,0.0,24.0,5107.0
0,2,1,1,1,1231,8,41,8,808,1,20,-9999,1,560292.0,3822.0,2.0,3203517.0,8.0,31.0,4409722.0,9.0,75550.0,767.0,10.0,5019.0,7742.0,64076.0,4291837.0,1.0,553.0,21574.0,92.0,4.0,2666301.0,109.0,275.0,14.0,24.0,2102.0
1,0,0,3,1,4006,37,4,12,57,0,2,-9999,1,1346352.0,3092.0,2.0,3301028.0,3.0,539.0,6154622.0,9.0,184736.0,2512.0,23.0,8417.0,9033.0,6220.0,951997.0,3.0,241.0,52572.0,25.0,20.0,5626585.0,109.0,275.0,14.0,24.0,5656.0
0,0,0,127,20,1336,47,16,43,114,0,4,-9999,20,1791187.0,5551.0,2.0,2414120.0,2.0,539.0,7883282.0,9.0,120544.0,1522.0,2.0,8602.0,664.0,10083.0,1270626.0,1.0,510.0,77965.0,92.0,18.0,5974950.0,43.0,275.0,0.0,367.0,576.0
